S.no,Filename,Start Time,End TIme,Size,Altitude,,upper_left_latitude,upper_left_longitude,upper_right_latitude,upper_right_longitude,lower_left_latitude,lower_left_longitude,lower_right_latitude,lower_right_longitude,projection,Area
1,ch2_tmc_ncf_20221121T0720438802_d_img_d32.zip,2022-11-21T07:20:43.880Z,2022-11-21T07:28:22.774Z,1136432000,101.35,View,-8.931772,53.630352,-8.93365,53.039075,6.846395,53.839573,6.85751,53.212716,Selenographic,Equatorial
2,ch2_tmc_nca_20210517T1111358628_d_img_d18.zip,2021-05-17T11:11:35.862Z,2021-05-17T11:21:31.949Z,1473640000,112.11,View,-7.707162,53.614902,-7.700702,53.086682,8.154181,53.824256,8.162017,53.260509,Selenographic,Equatorial
3,ch2_tmc_ncn_20211117T1110241429_d_img_d18.zip,2021-11-17T11:10:24.142Z,2021-11-17T11:20:33.811Z,1507216000,96.26,View,-6.482529,53.655556,-6.476417,53.074937,9.456141,53.868653,9.467919,53.24505,Selenographic,Equatorial
4,ch2_tmc_nca_20220605T0539347094_d_img_d32.zip,2022-06-05T05:39:34.709Z,2022-06-05T05:44:24.740Z,717008000,117.76,View,-1.502532,-125.898365,-1.508216,-125.353751,27.840479,-125.568207,27.832862,-124.937828,Selenographic,Equatorial
5,ch2_tmc_ncn_20200617T0115145094_d_img_d18.zip,2020-06-17T01:15:14.509Z,2020-06-17T01:26:01.638Z,1599824000,125.35,View,0.771915,-125.899438,0.758574,-125.354585,30.197245,-125.537867,30.182662,-124.89245,Selenographic,Equatorial
6,ch2_tmc_ncn_20221126T1135283004_d_img_d32.zip,2022-11-26T11:35:28.300Z,2022-11-26T11:43:21.956Z,1170968000,113.43,View,-0.362162,-125.876951,-0.368352,-125.38564,29.020398,-125.523381,29.012939,-124.948163,Selenographic,Equatorial
7,ch2_tmc_nca_20221120T0145293060_d_img_d32.zip,2022-11-20T01:45:29.306Z,2022-11-20T01:53:19.663Z,1161336000,105.45,View,-1.4792,-136.527336,-1.490116,-135.984,27.843322,-136.282783,27.831626,-135.643641,Selenographic,Equatorial
8,ch2_tmc_nca_20200714T0555291513_d_img_d18.zip,2020-07-14T05:55:29.151Z,2020-07-14T06:06:01.847Z,1562256000,103.15,View,0.816294,-136.498293,0.809897,-135.953673,30.229129,-136.263505,30.221726,-135.607686,Selenographic,Equatorial
9,ch2_tmc_ncn_20191129T0957596494_d_img_d18.zip,2019-11-29T09:57:59.649Z,2019-11-29T10:07:25.917Z,1399920000,88.66,View,-0.330177,-136.48198,-0.335747,-135.991363,29.038278,-136.242127,29.031857,-135.658341,Selenographic,Equatorial
10,ch2_tmc_nca_20200620T0405094886_d_img_d18.zip,2020-06-20T04:05:09.488Z,2020-06-20T04:15:00.715Z,1461624000,117.74,View,-1.417283,-137.598667,-1.431151,-137.045893,27.901446,-137.368772,27.886875,-136.719313,Selenographic,Equatorial
11,ch2_tmc_ncf_20221202T1529533636_d_img_n18.zip,2022-12-02T15:29:53.363Z,2022-12-02T15:37:47.130Z,1171240000,116.56,View,0.923137,-137.563899,0.918954,-137.009597,30.315511,-137.351811,30.310364,-136.684935,Selenographic,Equatorial
12,ch2_tmc_ncn_20220121T0115093063_d_img_d18.zip,2022-01-21T01:15:09.306Z,2022-01-21T01:30:14.644Z,2238160000,98.79,View,-0.251879,-137.547584,-0.256885,-137.048366,29.11408,-137.329132,29.108257,-136.735708,Selenographic,Equatorial
13,ch2_tmc_nca_20220706T0954582390_d_img_d32.zip,2022-07-06T09:54:58.239Z,2022-07-06T10:04:57.103Z,1480504000,119.98,View,-1.275703,-138.711337,-1.337148,-138.156925,27.867879,-138.448399,27.805758,-137.798516,Selenographic,Equatorial
14,ch2_tmc_nca_20211225T2323072266_d_img_d18.zip,2021-12-25T23:23:07.226Z,2021-12-25T23:42:27.409Z,2868176000,81.45,View,-0.27275,-138.611929,-0.277771,-138.108425,29.138922,-138.413073,29.133083,-137.815584,Selenographic,Equatorial
15,ch2_tmc_ncn_20220606T1317038588_d_img_d32.zip,2022-06-06T13:17:03.858Z,2022-06-06T13:46:32.305Z,4371888000,102.12,View,0.908209,-138.677261,0.857205,-138.120609,30.373384,-138.43177,30.321671,-137.763042,Selenographic,Equatorial
16,ch2_tmc_ncf_20220121T2053452840_d_img_d18.zip,2022-01-21T20:53:45.284Z,2022-01-21T21:08:51.521Z,2240384000,100.31,View,-1.450073,-139.715534,-1.460624,-139.170279,27.922149,-139.526273,27.910994,-138.887559,Selenographic,Equatorial
17,ch2_tmc_ncn_20211212T1035386438_d_img_d32.zip,2021-12-12T10:35:38.643Z,2021-12-12T10:58:21.709Z,3369736000,98.77,View,0.851513,-139.690961,0.844995,-139.144658,30.307758,-139.512074,30.300411,-138.856893,Selenographic,Equatorial
18,ch2_tmc_ncn_20211112T1307476929_d_img_d18.zip,2021-11-12T13:07:47.692Z,2021-11-12T13:18:21.915Z,1565880000,102.96,View,-0.300234,-139.670929,-0.304959,-139.178691,29.117173,-139.488201,29.111728,-138.90488,Selenographic,Equatorial
19,ch2_tmc_ncf_20220527T0134064246_d_img_d18.zip,2022-05-27T01:34:06.424Z,2022-05-27T01:54:10.479Z,2976640000,121.4,View,-2.321254,-148.25572,-2.327152,-147.70816,27.617619,-148.198724,27.611627,-147.562588,Selenographic,Equatorial
20,ch2_tmc_ncn_20200731T1448111043_d_img_d18.zip,2020-07-31T14:48:11.104Z,2020-07-31T14:58:45.979Z,1569528000,108.36,View,-0.094922,-148.305649,-0.141717,-147.761381,30.112551,-148.19635,30.066613,-147.547924,Selenographic,Equatorial
21,ch2_tmc_ncf_20220125T2307105389_d_img_d18.zip,2022-01-25T23:07:10.538Z,2022-01-25T23:22:16.902Z,2240696000,96.15,View,-1.157668,-148.215954,-1.16021,-147.722731,28.793685,-148.1664,28.790818,-147.586772,Selenographic,Equatorial
22,ch2_tmc_nca_20200724T0351171346_d_img_d18.zip,2020-07-24T03:51:17.134Z,2020-07-24T04:01:53.289Z,1572048000,110.88,View,-1.512095,-150.40218,-1.513941,-149.863792,27.930372,-150.397312,27.928159,-149.768255,Selenographic,Equatorial
23,ch2_tmc_nca_20220604T0546183745_d_img_d32.zip,2022-06-04T05:46:18.374Z,2022-06-04T06:16:10.369Z,4430088000,123.6,View,0.760401,-150.394376,0.75898,-149.856867,30.277044,-150.393852,30.275227,-149.751134,Selenographic,Equatorial
24,ch2_tmc_nca_20200716T2249059700_d_img_d18.zip,2020-07-16T22:49:05.970Z,2020-07-16T22:59:39.948Z,1567312000,106.27,View,-0.374369,-150.371851,-0.375867,-149.886679,29.105169,-150.364323,29.103327,-149.790978,Selenographic,Equatorial
25,ch2_tmc_nca_20220130T0317307668_d_img_d18.zip,2022-01-30T03:17:30.766Z,2022-01-30T03:32:15.998Z,2188456000,90.19,View,0.496482,-152.492757,0.483458,-151.959661,30.024971,-152.484431,30.008343,-151.847296,Selenographic,Equatorial
26,ch2_tmc_nca_20200722T0835285527_d_img_d32.zip,2020-07-22T08:35:28.552Z,2020-07-22T08:46:04.453Z,1572064000,111.03,View,-0.621986,-152.471929,-0.652906,-151.991572,28.867361,-152.451677,28.832586,-151.884383,Selenographic,Equatorial
27,ch2_tmc_ncf_20220801T1144312591_d_img_d18.zip,2022-08-01T11:44:31.259Z,2022-08-01T11:56:12.637Z,1733936000,132.16,View,-1.747663,-152.503412,-1.791015,-151.97105,27.698236,-152.491984,27.650807,-151.870355,Selenographic,Equatorial
28,ch2_tmc_ncn_20221128T1055037508_d_img_d32.zip,2022-11-28T10:55:03.750Z,2022-11-28T11:02:53.831Z,1162128000,119.42,View,-1.779153,-153.578088,-1.776008,-153.033736,27.631457,-153.610447,27.632529,-152.973868,Selenographic,Equatorial
29,ch2_tmc_nca_20211226T0121199228_d_img_d18.zip,2021-12-26T01:21:19.922Z,2021-12-26T01:34:50.993Z,2005112000,84.34,View,0.524894,-153.585201,0.523075,-153.041642,30.0174,-153.602524,30.013186,-152.951863,Selenographic,Equatorial
30,ch2_tmc_nca_20200724T0747179800_d_img_d18.zip,2020-07-24T07:47:17.980Z,2020-07-24T07:57:53.877Z,1572056000,111.61,View,-0.621634,-153.565887,-0.622253,-153.07532,28.829451,-153.588813,28.827601,-153.008515,Selenographic,Equatorial
31,ch2_tmc_ncn_20210601T0709442938_d_img_hw1.zip,2021-06-01T07:09:44.293Z,2021-06-01T07:16:10.480Z,954728000,103.17,View,0.059012,-161.15943,0.060369,-160.598884,30.173014,-161.287004,30.17408,-160.600566,Selenographic,Equatorial
32,ch2_tmc_ncf_20200623T0259161206_d_img_d18.zip,2020-06-23T02:59:16.120Z,2020-06-23T03:09:53.404Z,1574584000,110.88,View,-1.122203,-161.126881,-1.120194,-160.621262,28.924029,-161.247033,28.9257,-160.635757,Selenographic,Equatorial
33,ch2_tmc_ncn_20200209T0032589097_d_img_gds.zip,2020-02-09T00:32:58.909Z,2020-02-09T00:34:48.740Z,271528000,90.74,View,-2.309238,-161.151519,-2.308119,-160.590579,27.664656,-161.273387,27.665308,-160.603461,Selenographic,Equatorial
34,ch2_tmc_nca_20221202T1529533603_d_img_d32.zip,2022-12-02T15:29:53.360Z,2022-12-02T15:37:47.155Z,1171312000,116.56,View,-1.620838,-163.326879,-1.635213,-162.777796,27.778692,-163.389024,27.760545,-162.728829,Selenographic,Equatorial
35,ch2_tmc_ncn_20211113T0855227665_d_img_d18.zip,2021-11-13T08:55:22.766Z,2021-11-13T09:06:01.562Z,1579224000,102.87,View,0.66698,-163.334125,0.714117,-162.786999,30.230757,-163.483959,30.282345,-162.809506,Selenographic,Equatorial
36,ch2_tmc_ncf_20220620T0006088233_d_img_d32.zip,2022-06-20T00:06:08.823Z,2022-06-20T00:22:33.904Z,2435296000,102.84,View,-0.481177,-163.311511,-0.453913,-162.817004,29.007359,-163.454133,29.037984,-162.852253,Selenographic,Equatorial
37,ch2_tmc_ncn_20220130T0119401196_d_img_d18.zip,2022-01-30T01:19:40.119Z,2022-01-30T01:32:58.254Z,1973136000,91.44,View,-1.695122,-164.406426,-1.684022,-163.849322,27.685765,-164.531997,27.698608,-163.860287,Selenographic,Equatorial
38,ch2_tmc_ncf_20210513T1018118014_d_img_d18.zip,2021-05-13T10:18:11.801Z,2021-05-13T10:27:17.730Z,1349640000,101.61,View,0.661985,-164.412424,0.666223,-163.855093,30.198509,-164.547534,30.20359,-163.861847,Selenographic,Equatorial
39,ch2_tmc_ncf_20200731T1448111043_d_img_d18.zip,2020-07-31T14:48:11.104Z,2020-07-31T14:58:45.975Z,1569520000,108.36,View,-0.513789,-164.382827,-0.506732,-163.880358,28.951519,-164.505629,28.959732,-163.893844,Selenographic,Equatorial
40,ch2_tmc_nca_20200724T1341163634_d_img_d18.zip,2020-07-24T13:41:16.363Z,2020-07-24T13:51:54.308Z,1577120000,112.94,View,-0.172897,-165.479972,-0.172634,-164.970036,29.281231,-165.60284,29.281448,-164.97928,Selenographic,Equatorial
41,ch2_tmc_ncf_20220622T0258238857_d_img_d32.zip,2022-06-22T02:58:23.885Z,2022-06-22T03:28:17.929Z,4435184000,108.51,View,1.021477,-165.50834,1.022026,-164.942605,30.555675,-165.641886,30.556185,-164.941041,Selenographic,Equatorial
42,ch2_tmc_ncn_20221115T2307454754_d_img_d32.zip,2022-11-15T23:07:45.475Z,2022-11-15T23:15:38.154Z,1168552000,105.46,View,-1.367479,-165.507291,-1.367384,-164.94192,28.00662,-165.632258,28.006654,-164.949242,Selenographic,Equatorial
43,ch2_tmc_ncn_20220705T0815097356_d_img_d32.zip,2022-07-05T08:15:09.735Z,2022-07-05T08:25:05.158Z,1473632000,116.87,View,0.696818,-166.579494,0.694376,-166.009574,30.232728,-166.694422,30.230397,-165.990518,Selenographic,Equatorial
44,ch2_tmc_ncn_20210513T1404316851_d_img_hw1.zip,2021-05-13T14:04:31.685Z,2021-05-13T14:09:33.280Z,747120000,117.03,View,-0.502587,-166.553117,-0.507059,-166.039458,28.954987,-166.652382,28.950509,-166.026157,Selenographic,Equatorial
45,ch2_tmc_ncf_20200710T2117095613_d_img_d18.zip,2020-07-10T21:17:09.561Z,2020-07-10T21:27:38.420Z,1554656000,101.61,View,-1.706399,-166.579609,-1.712572,-166.010119,27.665876,-166.67775,27.659514,-165.99191,Selenographic,Equatorial
46,ch2_tmc_nca_20220724T0445194125_d_img_d32.zip,2022-07-24T04:45:19.412Z,2022-07-24T04:55:17.552Z,1478680000,109.48,View,0.693098,-167.667079,0.695589,-167.08634,30.230687,-167.771829,30.23335,-167.054767,Selenographic,Equatorial
47,ch2_tmc_nca_20210512T1428354838_d_img_hw1.zip,2021-05-12T14:28:35.483Z,2021-05-12T14:33:55.768Z,791808000,104.92,View,-0.531775,-167.635375,-0.526686,-167.111095,28.926723,-167.730972,28.932003,-167.092085,Selenographic,Equatorial
48,ch2_tmc_ncn_20200719T0354357006_d_img_d32.zip,2020-07-19T03:54:35.700Z,2020-07-19T04:05:11.727Z,1572376000,110.66,View,-1.763723,-167.663078,-1.757165,-167.080699,27.607369,-167.759292,27.61423,-167.058389,Selenographic,Equatorial
49,ch2_tmc_nca_20211230T2334143086_d_img_d18.zip,2021-12-30T23:34:14.308Z,2021-12-30T23:53:28.354Z,2853008000,76.46,View,0.76867,-175.25214,0.768503,-174.677636,30.374695,-175.339481,30.376204,-174.624769,Selenographic,Equatorial
50,ch2_tmc_nca_20220131T0647189516_d_img_d18.zip,2022-01-31T06:47:18.951Z,2022-01-31T07:02:09.953Z,2202720000,86.9,View,-0.439811,-175.230406,-0.447051,-174.711588,29.080208,-175.292099,29.073834,-174.655144,Selenographic,Equatorial
51,ch2_tmc_ncn_20220629T0809114918_d_img_d32.zip,2022-06-29T08:09:11.491Z,2022-06-29T08:39:05.212Z,4435416000,115.6,View,-1.656983,-175.261607,-1.670771,-174.685249,27.770332,-175.308566,27.756517,-174.609719,Selenographic,Equatorial
52,ch2_tmc_nca_20220110T0956254522_d_img_d32.zip,2022-01-10T09:56:25.452Z,2022-01-10T10:11:23.623Z,2220440000,92.26,View,1.140622,-176.340503,1.139762,-175.764462,30.651352,-176.395609,30.650032,-175.676311,Selenographic,Equatorial
53,ch2_tmc_nca_20200711T0311148894_d_img_d18.zip,2020-07-11T03:11:14.889Z,2020-07-11T03:21:43.970Z,1557184000,101.55,View,-0.075489,-176.315026,-0.076497,-175.794953,29.344585,-176.360386,29.343168,-175.719613,Selenographic,Equatorial
54,ch2_tmc_nca_20220126T2241288824_d_img_d18.zip,2022-01-26T22:41:28.882Z,2022-01-26T22:56:36.262Z,2243208000,97.11,View,-1.2961,-176.346416,-1.297419,-175.768738,28.033109,-176.395508,28.031347,-175.692568,Selenographic,Equatorial
55,ch2_tmc_ncn_20220530T0307541950_d_img_d32.zip,2022-05-30T03:07:54.195Z,2022-05-30T03:27:54.447Z,2967224000,114.4,View,-1.658658,-177.466397,-1.649286,-176.881157,27.780526,-177.490183,27.791932,-176.77966,Selenographic,Equatorial
56,ch2_tmc_ncn_20220529T0518515977_d_img_d18.zip,2022-05-29T05:18:51.597Z,2022-05-29T05:38:50.776Z,2964584000,114.51,View,-0.422148,-177.416818,-0.396697,-176.89047,29.106749,-177.4636,29.13481,-176.816365,Selenographic,Equatorial
57,ch2_tmc_ncf_20220708T1314261067_d_img_d32.zip,2022-07-08T13:14:26.106Z,2022-07-08T13:22:59.760Z,1269848000,120.79,View,0.791919,-177.453649,0.832692,-176.871303,30.422426,-177.52301,30.468549,-176.797177,Selenographic,Equatorial
58,ch2_tmc_ncf_20191201T1102192527_d_img_d18.zip,2019-12-01T11:02:19.252Z,2019-12-01T11:11:50.766Z,1412888000,94.98,View,-0.279927,-178.561976,-0.264363,-177.969779,27.789426,-178.583808,27.807249,-177.863856,Selenographic,Equatorial
59,ch2_tmc_nca_20220131T0053488453_d_img_d18.zip,2022-01-31T00:53:48.845Z,2022-01-31T01:07:50.103Z,2079744000,87.57,View,1.009931,-178.577623,1.011812,-178.044124,29.141392,-178.567529,29.146584,-177.912645,Selenographic,Equatorial
60,ch2_tmc_ncn_20220623T2235048820_d_img_d32.zip,2022-06-23T22:35:04.882Z,2022-06-23T22:45:03.779Z,1480584000,111.87,View,2.250515,-178.594295,2.257503,-178.003153,30.471279,-178.617955,30.482277,-177.884526,Selenographic,Equatorial
61,ch2_tmc_ncf_20200723T0415158460_d_img_d18.zip,2020-07-23T04:15:15.846Z,2020-07-23T04:25:50.850Z,1569848000,110.41,View,-1.554728,-179.064221,-1.568526,-178.48049,27.737665,-179.61903,27.703376,-178.910013,Selenographic,Equatorial
62,ch2_tmc_ncf_20200708T1922155962_d_img_d18.zip,2020-07-08T19:22:15.596Z,2020-07-08T19:32:55.183Z,1582504000,122.72,View,-0.317902,-179.203521,-0.330265,-178.678032,29.070338,-179.56029,29.041313,-178.913793,Selenographic,Equatorial
63,ch2_tmc_ncf_20211224T1749511513_d_img_d18.zip,2021-12-24T17:49:51.151Z,2021-12-24T17:58:38.610Z,1303976000,89.43,View,0.902584,-179.096994,0.897117,-178.514793,30.390918,-179.556939,30.361399,-178.830961,Selenographic,Equatorial
64,ch2_tmc_nca_20220603T0419084737_d_img_d32.zip,2022-06-03T04:19:08.473Z,2022-06-03T04:29:08.464Z,1483280000,123.57,View,-0.300945,179.308264,-0.306679,179.838122,29.115859,179.296619,29.109672,179.950065,Selenographic,Equatorial
65,ch2_tmc_ncn_20210521T2105239531_d_img_hw1.zip,2021-05-21T21:05:23.953Z,2021-05-21T21:09:33.916Z,617960000,110.37,View,0.934689,179.285572,0.924742,179.872668,30.448558,179.262703,30.437427,179.99659,Selenographic,Equatorial
66,ch2_tmc_ncf_20220109T1022082458_d_img_d32.zip,2022-01-09T10:22:08.245Z,2022-01-09T10:37:06.287Z,2220120000,94.54,View,-1.545809,179.27826,-1.549209,179.866679,27.768227,179.261984,27.764565,179.978518,Selenographic,Equatorial
67,ch2_tmc_ncf_20220625T0207153398_d_img_d32.zip,2022-06-25T02:07:15.339Z,2022-06-25T02:17:16.421Z,1485984000,112.72,View,0.956859,178.195324,0.956164,178.78608,30.416093,178.162199,30.414613,178.900709,Selenographic,Equatorial
68,ch2_tmc_ncn_20220610T1745099743_d_img_d32.zip,2022-06-10T17:45:09.974Z,2022-06-10T17:55:54.482Z,1593344000,112.46,View,-0.28647,178.218418,-0.289117,178.751503,29.079204,178.197828,29.075948,178.855216,Selenographic,Equatorial
69,ch2_tmc_ncn_20220707T0956149656_d_img_d32.zip,2022-07-07T09:56:14.965Z,2022-07-07T10:06:11.582Z,1477096000,125.93,View,-1.537358,178.185491,-1.542639,178.77747,27.727277,178.166225,27.721173,178.886982,Selenographic,Equatorial
70,ch2_tmc_nca_20200720T0132068149_d_img_d18.zip,2020-07-20T01:32:06.814Z,2020-07-20T01:42:42.712Z,1572056000,113.71,View,-0.749836,171.601041,-0.735038,172.134902,29.067422,171.565436,29.083099,172.227988,Selenographic,Equatorial
71,ch2_tmc_ncn_20211115T0955366570_d_img_d18.zip,2021-11-15T09:55:36.657Z,2021-11-15T10:06:27.678Z,1609448000,90.79,View,0.503255,171.567069,0.50793,172.158907,30.417226,171.534682,30.421745,172.279381,Selenographic,Equatorial
72,ch2_tmc_ncn_20220619T0033128648_d_img_d32.zip,2022-06-19T00:33:12.864Z,2022-06-19T00:46:18.270Z,1941664000,100.98,View,-2.007913,171.585836,-1.978798,172.178178,27.694895,171.528403,27.725578,172.254158,Selenographic,Equatorial
73,ch2_tmc_ncf_20220720T2336503849_d_img_d32.zip,2022-07-20T23:36:50.384Z,2022-07-20T23:56:52.557Z,2971960000,108.36,View,-1.481999,168.258401,-1.478014,168.853131,27.795834,168.220508,27.799594,168.953752,Selenographic,Equatorial
74,ch2_tmc_ncf_20210523T1709451213_d_img_d18.zip,2021-05-23T17:09:45.121Z,2021-05-23T17:19:44.450Z,1480920000,116.15,View,-0.223017,168.289733,-0.21879,168.825551,29.172113,168.252082,29.176214,168.921285,Selenographic,Equatorial
75,ch2_tmc_nca_20220626T0143287928_d_img_d32.zip,2022-06-26T01:43:28.792Z,2022-06-26T01:53:26.806Z,1478400000,111.47,View,1.028191,168.259965,1.029756,168.854104,30.535865,168.213,30.537012,168.965458,Selenographic,Equatorial
76,ch2_tmc_ncf_20220124T0201197913_d_img_d18.zip,2022-01-24T02:01:19.791Z,2022-01-24T02:11:23.153Z,1491624000,97.02,View,1.064159,164.964321,1.07459,165.556606,30.620461,164.90609,30.631609,165.662301,Selenographic,Equatorial
77,ch2_tmc_ncf_20210520T2106198974_d_img_hw1.zip,2021-05-20T21:06:19.897Z,2021-05-20T21:10:26.129Z,608736000,97.78,View,-0.179875,164.994193,-0.17477,165.528576,29.253825,164.949292,29.258829,165.622007,Selenographic,Equatorial
78,ch2_tmc_ncn_20191127T0853448154_d_img_d18.zip,2019-11-27T08:53:44.815Z,2019-11-27T09:03:11.867Z,1399928000,82.4,View,-1.432762,164.964799,-1.428451,165.558082,27.871822,164.915276,27.875904,165.652545,Selenographic,Equatorial
79,ch2_tmc_ncn_20220108T1457528809_d_img_d32.zip,2022-01-08T14:57:52.880Z,2022-01-08T15:27:12.112Z,4349112000,98.28,View,-1.143274,163.842092,-1.144858,164.450399,10.601969,163.831966,10.600284,164.472106,Selenographic,Equatorial
80,ch2_tmc_ncf_20211212T1227266196_d_img_d32.zip,2021-12-12T12:27:26.619Z,2021-12-12T12:37:07.224Z,1435360000,88.77,View,1.424591,163.848706,1.423493,164.456161,13.258652,163.836085,13.257451,164.481557,Selenographic,Equatorial
81,ch2_tmc_ncn_20221118T2208306167_d_img_n18.zip,2022-11-18T22:08:30.616Z,2022-11-18T22:16:19.784Z,1159872000,103.78,View,0.142427,163.87544,0.14119,164.42332,11.931993,163.865839,11.930664,164.445072,Selenographic,Equatorial
82,ch2_tmc_nca_20211117T1110241429_d_img_d18.zip,2021-11-17T11:10:24.142Z,2021-11-17T11:20:33.808Z,1507208000,96.26,View,-1.416222,159.510129,-1.411427,160.126457,27.909726,159.437119,27.914829,160.208534,Selenographic,Equatorial
83,ch2_tmc_ncn_20220103T0621569739_d_img_d18.zip,2022-01-03T06:21:56.973Z,2022-01-03T06:41:09.991Z,2850464000,80.18,View,1.187005,159.509219,1.186269,160.125582,30.790492,159.429082,30.789414,160.222694,Selenographic,Equatorial
84,ch2_tmc_ncn_20200708T2320352233_d_img_d18.zip,2020-07-08T23:20:35.223Z,2020-07-08T23:31:13.291Z,1577424000,122.81,View,-0.111543,159.539769,-0.108853,160.095237,29.356308,159.470187,29.35912,160.174886,Selenographic,Equatorial
85,ch2_tmc_ncn_20200131T2157371957_d_img_gds.zip,2020-01-31T21:57:37.195Z,2020-01-31T22:07:16.777Z,1432832000,80.09,View,-1.87579,158.425102,-1.887525,159.030709,27.910045,158.362366,27.896577,159.123561,Selenographic,Equatorial
86,ch2_tmc_ncn_20211220T2136521172_d_img_d32.zip,2021-12-20T21:36:52.117Z,2021-12-20T21:39:04.247Z,326648000,84.04,View,0.681164,158.427964,0.667573,159.033435,30.751917,158.354215,30.736168,159.137102,Selenographic,Equatorial
87,ch2_tmc_ncf_20211227T0258106264_d_img_d18.zip,2021-12-27T02:58:10.626Z,2021-12-27T03:17:26.718Z,2858064000,78.64,View,-0.597178,158.457194,-0.604274,159.003039,29.33463,158.394786,29.326277,159.090219,Selenographic,Equatorial
88,ch2_tmc_nca_20220121T2251376753_d_img_d18.zip,2022-01-21T22:51:37.675Z,2022-01-21T23:06:45.586Z,2243216000,100.35,View,-1.451738,157.380019,-1.446393,157.998475,27.850346,157.271244,27.854525,158.047169,Selenographic,Equatorial
89,ch2_tmc_ncn_20220716T1648052076_d_img_d18.zip,2022-07-16T16:48:05.207Z,2022-07-16T16:55:18.264Z,1070600000,121.2,View,1.164835,157.357516,1.159003,157.976302,30.755729,157.262454,30.748246,158.061155,Selenographic,Equatorial
90,ch2_tmc_ncf_20211231T0132252884_d_img_d18.zip,2021-12-31T01:32:25.288Z,2021-12-31T01:51:40.354Z,2855528000,76.69,View,-0.13692,157.379624,-0.138565,157.937164,29.3093,157.303731,29.306859,158.012728,Selenographic,Equatorial
91,ch2_tmc_nca_20221122T0304082104_d_img_d32.zip,2022-11-22T03:04:08.210Z,2022-11-22T03:11:58.373Z,1162800000,102.63,View,-0.06696,155.209359,-0.08182,155.759245,29.368297,155.132903,29.352304,155.834754,Selenographic,Equatorial
92,ch2_tmc_ncf_20200729T1536521638_d_img_d18.zip,2020-07-29T15:36:52.163Z,2020-07-29T15:47:34.335Z,1587568000,116.9,View,1.21953,155.181085,1.207334,155.791536,30.790886,155.077571,30.778277,155.868321,Selenographic,Equatorial
93,ch2_tmc_ncf_20211114T1617333024_d_img_d18.zip,2021-11-14T16:17:33.302Z,2021-11-14T16:28:06.594Z,1565616000,92.31,View,-1.361337,155.176553,-1.369552,155.786565,27.925952,155.096455,27.917786,155.864723,Selenographic,Equatorial
94,ch2_tmc_nca_20220623T2235048788_d_img_d32.zip,2022-06-23T22:35:04.878Z,2022-06-23T22:45:03.782Z,1480600000,111.87,View,1.334917,154.110493,1.331125,154.727423,30.881777,154.014176,30.877592,154.811954,Selenographic,Equatorial
95,ch2_tmc_ncf_20210630T0620557900_d_img_hw1.zip,2021-06-30T06:20:55.790Z,2021-06-30T06:24:01.567Z,459280000,114.93,View,-1.272079,154.113297,-1.267828,154.729564,27.980309,154.026306,27.985658,154.804376,Selenographic,Equatorial
96,ch2_tmc_ncf_20220715T2106027065_d_img_d32.zip,2022-07-15T21:06:02.706Z,2022-07-15T21:08:52.112Z,418800000,120.9,View,0.034964,154.141139,0.03458,154.696852,29.440043,154.058647,29.43992,154.768227,Selenographic,Equatorial
97,ch2_tmc_ncn_20191201T1457503406_d_img_gds.zip,2019-12-01T14:57:50.340Z,2019-12-01T15:07:21.725Z,1412568000,95.18,View,0.018875,153.068863,0.019321,153.632219,29.447087,152.99009,29.447214,153.708811,Selenographic,Equatorial
98,ch2_tmc_ncn_20220708T1512532546_d_img_d32.zip,2022-07-08T15:12:53.254Z,2022-07-08T15:21:23.571Z,1261600000,120.86,View,-1.305853,153.0447,-1.297907,153.669366,27.9696,152.955848,27.977819,153.74196,Selenographic,Equatorial
99,ch2_tmc_ncn_20220730T0627073220_d_img_d32.zip,2022-07-30T06:27:07.322Z,2022-07-30T06:47:17.684Z,2992224000,123.56,View,1.335694,153.040773,1.340955,153.666278,30.905071,152.94538,30.910375,153.755621,Selenographic,Equatorial
100,ch2_tmc_ncn_20200720T1121569340_d_img_d32.zip,2020-07-20T11:21:56.934Z,2020-07-20T11:32:33.850Z,1574576000,114.55,,1.33621,151.961581,1.33717,152.591076,30.897647,151.872409,30.898861,152.68748,Selenographic,Equatorial
101,ch2_tmc_nca_20200719T0354357038_d_img_d32.zip,2020-07-19T03:54:35.703Z,2020-07-19T04:05:11.730Z,1572376000,110.66,View,0.006356,151.988962,-0.000276,152.555947,29.433089,151.924569,29.425406,152.647586,Selenographic,Equatorial
102,ch2_tmc_ncn_20210523T1109145572_d_img_d18.zip,2021-05-23T11:09:14.557Z,2021-05-23T11:17:39.525Z,1248376000,115.81,View,-1.319737,151.945047,-1.330994,152.573943,27.952892,151.890153,27.940584,152.681103,Selenographic,Equatorial
103,ch2_tmc_ncf_20220707T1134371845_d_img_d32.zip,2022-07-07T11:34:37.184Z,2022-07-07T11:49:36.277Z,2222712000,124.19,View,1.446613,150.887763,1.459722,151.517748,30.978149,150.783455,30.99454,151.600257,Selenographic,Equatorial
104,ch2_tmc_ncf_20211227T2240229006_d_img_d18.zip,2021-12-27T22:40:22.900Z,2021-12-27T22:59:39.204Z,2860592000,75.54,View,-1.256342,150.877712,-1.249376,151.507446,28.053996,150.801111,28.064189,151.594479,Selenographic,Equatorial
